Date,DateKey,CalendarYear,CalendarMonth,CalendarQuarter,Day,DayOfWeekNum,WeekNum,DayOfWeekName,MonthName,WeekDay,FinancialMonthFYEF,FinancialMonthFYEM,FinancialQuarterFYEF,FinancialQuarterFYEM,FinancialYearEndingFeb,FinancialYearEndingMar
2019/09/07,20190907,2019,9,3,7,7,36,Saturday,September,0,7,6,FQ 3,FQ 3,2020,2020
2019/09/08,20190908,2019,9,3,8,1,37,Sunday,September,0,7,6,FQ 3,FQ 3,2020,2020
2019/09/09,20190909,2019,9,3,9,2,37,Monday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/10,20190910,2019,9,3,10,3,37,Tuesday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/11,20190911,2019,9,3,11,4,37,Wednesday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/12,20190912,2019,9,3,12,5,37,Thursday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/13,20190913,2019,9,3,13,6,37,Friday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/14,20190914,2019,9,3,14,7,37,Saturday,September,0,7,6,FQ 3,FQ 3,2020,2020
2019/09/15,20190915,2019,9,3,15,1,38,Sunday,September,0,7,6,FQ 3,FQ 3,2020,2020
2019/09/16,20190916,2019,9,3,16,2,38,Monday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/17,20190917,2019,9,3,17,3,38,Tuesday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/18,20190918,2019,9,3,18,4,38,Wednesday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/19,20190919,2019,9,3,19,5,38,Thursday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/20,20190920,2019,9,3,20,6,38,Friday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/21,20190921,2019,9,3,21,7,38,Saturday,September,0,7,6,FQ 3,FQ 3,2020,2020
2019/09/22,20190922,2019,9,3,22,1,39,Sunday,September,0,7,6,FQ 3,FQ 3,2020,2020
2019/09/23,20190923,2019,9,3,23,2,39,Monday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/24,20190924,2019,9,3,24,3,39,Tuesday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/25,20190925,2019,9,3,25,4,39,Wednesday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/26,20190926,2019,9,3,26,5,39,Thursday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/27,20190927,2019,9,3,27,6,39,Friday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/09/28,20190928,2019,9,3,28,7,39,Saturday,September,0,7,6,FQ 3,FQ 3,2020,2020
2019/09/29,20190929,2019,9,3,29,1,40,Sunday,September,0,7,6,FQ 3,FQ 3,2020,2020
2019/09/30,20190930,2019,9,3,30,2,40,Monday,September,1,7,6,FQ 3,FQ 3,2020,2020
2019/10/01,20191001,2019,10,4,1,3,40,Tuesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/02,20191002,2019,10,4,2,4,40,Wednesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/03,20191003,2019,10,4,3,5,40,Thursday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/04,20191004,2019,10,4,4,6,40,Friday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/05,20191005,2019,10,4,5,7,40,Saturday,October,0,8,7,FQ 3,FQ 3,2020,2020
2019/10/06,20191006,2019,10,4,6,1,41,Sunday,October,0,8,7,FQ 3,FQ 3,2020,2020
2019/10/07,20191007,2019,10,4,7,2,41,Monday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/08,20191008,2019,10,4,8,3,41,Tuesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/09,20191009,2019,10,4,9,4,41,Wednesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/10,20191010,2019,10,4,10,5,41,Thursday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/11,20191011,2019,10,4,11,6,41,Friday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/12,20191012,2019,10,4,12,7,41,Saturday,October,0,8,7,FQ 3,FQ 3,2020,2020
2019/10/13,20191013,2019,10,4,13,1,42,Sunday,October,0,8,7,FQ 3,FQ 3,2020,2020
2019/10/14,20191014,2019,10,4,14,2,42,Monday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/15,20191015,2019,10,4,15,3,42,Tuesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/16,20191016,2019,10,4,16,4,42,Wednesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/17,20191017,2019,10,4,17,5,42,Thursday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/18,20191018,2019,10,4,18,6,42,Friday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/19,20191019,2019,10,4,19,7,42,Saturday,October,0,8,7,FQ 3,FQ 3,2020,2020
2019/10/20,20191020,2019,10,4,20,1,43,Sunday,October,0,8,7,FQ 3,FQ 3,2020,2020
2019/10/21,20191021,2019,10,4,21,2,43,Monday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/22,20191022,2019,10,4,22,3,43,Tuesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/23,20191023,2019,10,4,23,4,43,Wednesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/24,20191024,2019,10,4,24,5,43,Thursday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/25,20191025,2019,10,4,25,6,43,Friday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/26,20191026,2019,10,4,26,7,43,Saturday,October,0,8,7,FQ 3,FQ 3,2020,2020
2019/10/27,20191027,2019,10,4,27,1,44,Sunday,October,0,8,7,FQ 3,FQ 3,2020,2020
2019/10/28,20191028,2019,10,4,28,2,44,Monday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/29,20191029,2019,10,4,29,3,44,Tuesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/30,20191030,2019,10,4,30,4,44,Wednesday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/10/31,20191031,2019,10,4,31,5,44,Thursday,October,1,8,7,FQ 3,FQ 3,2020,2020
2019/11/01,20191101,2019,11,4,1,6,44,Friday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/02,20191102,2019,11,4,2,7,44,Saturday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/11/03,20191103,2019,11,4,3,1,45,Sunday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/11/04,20191104,2019,11,4,4,2,45,Monday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/05,20191105,2019,11,4,5,3,45,Tuesday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/06,20191106,2019,11,4,6,4,45,Wednesday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/07,20191107,2019,11,4,7,5,45,Thursday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/08,20191108,2019,11,4,8,6,45,Friday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/09,20191109,2019,11,4,9,7,45,Saturday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/11/10,20191110,2019,11,4,10,1,46,Sunday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/11/11,20191111,2019,11,4,11,2,46,Monday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/12,20191112,2019,11,4,12,3,46,Tuesday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/13,20191113,2019,11,4,13,4,46,Wednesday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/14,20191114,2019,11,4,14,5,46,Thursday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/15,20191115,2019,11,4,15,6,46,Friday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/16,20191116,2019,11,4,16,7,46,Saturday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/11/17,20191117,2019,11,4,17,1,47,Sunday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/11/18,20191118,2019,11,4,18,2,47,Monday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/19,20191119,2019,11,4,19,3,47,Tuesday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/20,20191120,2019,11,4,20,4,47,Wednesday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/21,20191121,2019,11,4,21,5,47,Thursday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/22,20191122,2019,11,4,22,6,47,Friday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/23,20191123,2019,11,4,23,7,47,Saturday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/11/24,20191124,2019,11,4,24,1,48,Sunday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/11/25,20191125,2019,11,4,25,2,48,Monday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/26,20191126,2019,11,4,26,3,48,Tuesday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/27,20191127,2019,11,4,27,4,48,Wednesday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/28,20191128,2019,11,4,28,5,48,Thursday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/29,20191129,2019,11,4,29,6,48,Friday,November,1,9,8,FQ 3,FQ 3,2020,2020
2019/11/30,20191130,2019,11,4,30,7,48,Saturday,November,0,9,8,FQ 3,FQ 3,2020,2020
2019/12/01,20191201,2019,12,4,1,1,49,Sunday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/02,20191202,2019,12,4,2,2,49,Monday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/03,20191203,2019,12,4,3,3,49,Tuesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/04,20191204,2019,12,4,4,4,49,Wednesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/05,20191205,2019,12,4,5,5,49,Thursday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/06,20191206,2019,12,4,6,6,49,Friday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/07,20191207,2019,12,4,7,7,49,Saturday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/08,20191208,2019,12,4,8,1,50,Sunday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/09,20191209,2019,12,4,9,2,50,Monday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/10,20191210,2019,12,4,10,3,50,Tuesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/11,20191211,2019,12,4,11,4,50,Wednesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/12,20191212,2019,12,4,12,5,50,Thursday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/13,20191213,2019,12,4,13,6,50,Friday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/14,20191214,2019,12,4,14,7,50,Saturday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/15,20191215,2019,12,4,15,1,51,Sunday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/16,20191216,2019,12,4,16,2,51,Monday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/17,20191217,2019,12,4,17,3,51,Tuesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/18,20191218,2019,12,4,18,4,51,Wednesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/19,20191219,2019,12,4,19,5,51,Thursday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/20,20191220,2019,12,4,20,6,51,Friday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/21,20191221,2019,12,4,21,7,51,Saturday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/22,20191222,2019,12,4,22,1,52,Sunday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/23,20191223,2019,12,4,23,2,52,Monday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/24,20191224,2019,12,4,24,3,52,Tuesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/25,20191225,2019,12,4,25,4,52,Wednesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/26,20191226,2019,12,4,26,5,52,Thursday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/27,20191227,2019,12,4,27,6,52,Friday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/28,20191228,2019,12,4,28,7,52,Saturday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/29,20191229,2019,12,4,29,1,53,Sunday,December,0,10,9,FQ 4,FQ 4,2020,2020
2019/12/30,20191230,2019,12,4,30,2,53,Monday,December,1,10,9,FQ 4,FQ 4,2020,2020
2019/12/31,20191231,2019,12,4,31,3,53,Tuesday,December,1,10,9,FQ 4,FQ 4,2020,2020
2020/01/01,20200101,2020,1,1,1,4,1,Wednesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/02,20200102,2020,1,1,2,5,1,Thursday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/03,20200103,2020,1,1,3,6,1,Friday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/04,20200104,2020,1,1,4,7,1,Saturday,January,0,11,10,FQ 4,FQ 4,2020,2020
2020/01/05,20200105,2020,1,1,5,1,2,Sunday,January,0,11,10,FQ 4,FQ 4,2020,2020
2020/01/06,20200106,2020,1,1,6,2,2,Monday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/07,20200107,2020,1,1,7,3,2,Tuesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/08,20200108,2020,1,1,8,4,2,Wednesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/09,20200109,2020,1,1,9,5,2,Thursday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/10,20200110,2020,1,1,10,6,2,Friday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/11,20200111,2020,1,1,11,7,2,Saturday,January,0,11,10,FQ 4,FQ 4,2020,2020
2020/01/12,20200112,2020,1,1,12,1,3,Sunday,January,0,11,10,FQ 4,FQ 4,2020,2020
2020/01/13,20200113,2020,1,1,13,2,3,Monday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/14,20200114,2020,1,1,14,3,3,Tuesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/15,20200115,2020,1,1,15,4,3,Wednesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/16,20200116,2020,1,1,16,5,3,Thursday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/17,20200117,2020,1,1,17,6,3,Friday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/18,20200118,2020,1,1,18,7,3,Saturday,January,0,11,10,FQ 4,FQ 4,2020,2020
2020/01/19,20200119,2020,1,1,19,1,4,Sunday,January,0,11,10,FQ 4,FQ 4,2020,2020
2020/01/20,20200120,2020,1,1,20,2,4,Monday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/21,20200121,2020,1,1,21,3,4,Tuesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/22,20200122,2020,1,1,22,4,4,Wednesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/23,20200123,2020,1,1,23,5,4,Thursday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/24,20200124,2020,1,1,24,6,4,Friday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/25,20200125,2020,1,1,25,7,4,Saturday,January,0,11,10,FQ 4,FQ 4,2020,2020
2020/01/26,20200126,2020,1,1,26,1,5,Sunday,January,0,11,10,FQ 4,FQ 4,2020,2020
2020/01/27,20200127,2020,1,1,27,2,5,Monday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/28,20200128,2020,1,1,28,3,5,Tuesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/29,20200129,2020,1,1,29,4,5,Wednesday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/30,20200130,2020,1,1,30,5,5,Thursday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/01/31,20200131,2020,1,1,31,6,5,Friday,January,1,11,10,FQ 4,FQ 4,2020,2020
2020/02/01,20200201,2020,2,1,1,7,5,Saturday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/02/02,20200202,2020,2,1,2,1,6,Sunday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/02/03,20200203,2020,2,1,3,2,6,Monday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/04,20200204,2020,2,1,4,3,6,Tuesday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/05,20200205,2020,2,1,5,4,6,Wednesday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/06,20200206,2020,2,1,6,5,6,Thursday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/07,20200207,2020,2,1,7,6,6,Friday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/08,20200208,2020,2,1,8,7,6,Saturday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/02/09,20200209,2020,2,1,9,1,7,Sunday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/02/10,20200210,2020,2,1,10,2,7,Monday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/11,20200211,2020,2,1,11,3,7,Tuesday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/12,20200212,2020,2,1,12,4,7,Wednesday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/13,20200213,2020,2,1,13,5,7,Thursday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/14,20200214,2020,2,1,14,6,7,Friday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/15,20200215,2020,2,1,15,7,7,Saturday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/02/16,20200216,2020,2,1,16,1,8,Sunday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/02/17,20200217,2020,2,1,17,2,8,Monday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/18,20200218,2020,2,1,18,3,8,Tuesday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/19,20200219,2020,2,1,19,4,8,Wednesday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/20,20200220,2020,2,1,20,5,8,Thursday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/21,20200221,2020,2,1,21,6,8,Friday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/22,20200222,2020,2,1,22,7,8,Saturday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/02/23,20200223,2020,2,1,23,1,9,Sunday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/02/24,20200224,2020,2,1,24,2,9,Monday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/25,20200225,2020,2,1,25,3,9,Tuesday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/26,20200226,2020,2,1,26,4,9,Wednesday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/27,20200227,2020,2,1,27,5,9,Thursday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/28,20200228,2020,2,1,28,6,9,Friday,February,1,12,11,FQ 4,FQ 4,2020,2020
2020/02/29,20200229,2020,2,1,29,7,9,Saturday,February,0,12,11,FQ 4,FQ 4,2020,2020
2020/03/01,20200301,2020,3,1,1,1,10,Sunday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/02,20200302,2020,3,1,2,2,10,Monday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/03,20200303,2020,3,1,3,3,10,Tuesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/04,20200304,2020,3,1,4,4,10,Wednesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/05,20200305,2020,3,1,5,5,10,Thursday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/06,20200306,2020,3,1,6,6,10,Friday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/07,20200307,2020,3,1,7,7,10,Saturday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/08,20200308,2020,3,1,8,1,11,Sunday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/09,20200309,2020,3,1,9,2,11,Monday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/10,20200310,2020,3,1,10,3,11,Tuesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/11,20200311,2020,3,1,11,4,11,Wednesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/12,20200312,2020,3,1,12,5,11,Thursday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/13,20200313,2020,3,1,13,6,11,Friday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/14,20200314,2020,3,1,14,7,11,Saturday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/15,20200315,2020,3,1,15,1,12,Sunday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/16,20200316,2020,3,1,16,2,12,Monday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/17,20200317,2020,3,1,17,3,12,Tuesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/18,20200318,2020,3,1,18,4,12,Wednesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/19,20200319,2020,3,1,19,5,12,Thursday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/20,20200320,2020,3,1,20,6,12,Friday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/21,20200321,2020,3,1,21,7,12,Saturday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/22,20200322,2020,3,1,22,1,13,Sunday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/23,20200323,2020,3,1,23,2,13,Monday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/24,20200324,2020,3,1,24,3,13,Tuesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/25,20200325,2020,3,1,25,4,13,Wednesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/26,20200326,2020,3,1,26,5,13,Thursday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/27,20200327,2020,3,1,27,6,13,Friday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/28,20200328,2020,3,1,28,7,13,Saturday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/29,20200329,2020,3,1,29,1,14,Sunday,March,0,1,12,FQ 1,FQ 1,2021,2020
2020/03/30,20200330,2020,3,1,30,2,14,Monday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/03/31,20200331,2020,3,1,31,3,14,Tuesday,March,1,1,12,FQ 1,FQ 1,2021,2020
2020/04/01,20200401,2020,4,2,1,4,14,Wednesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/02,20200402,2020,4,2,2,5,14,Thursday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/03,20200403,2020,4,2,3,6,14,Friday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/04,20200404,2020,4,2,4,7,14,Saturday,April,0,2,1,FQ 1,FQ 1,2021,2021
2020/04/05,20200405,2020,4,2,5,1,15,Sunday,April,0,2,1,FQ 1,FQ 1,2021,2021
2020/04/06,20200406,2020,4,2,6,2,15,Monday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/07,20200407,2020,4,2,7,3,15,Tuesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/08,20200408,2020,4,2,8,4,15,Wednesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/09,20200409,2020,4,2,9,5,15,Thursday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/10,20200410,2020,4,2,10,6,15,Friday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/11,20200411,2020,4,2,11,7,15,Saturday,April,0,2,1,FQ 1,FQ 1,2021,2021
2020/04/12,20200412,2020,4,2,12,1,16,Sunday,April,0,2,1,FQ 1,FQ 1,2021,2021
2020/04/13,20200413,2020,4,2,13,2,16,Monday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/14,20200414,2020,4,2,14,3,16,Tuesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/15,20200415,2020,4,2,15,4,16,Wednesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/16,20200416,2020,4,2,16,5,16,Thursday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/17,20200417,2020,4,2,17,6,16,Friday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/18,20200418,2020,4,2,18,7,16,Saturday,April,0,2,1,FQ 1,FQ 1,2021,2021
2020/04/19,20200419,2020,4,2,19,1,17,Sunday,April,0,2,1,FQ 1,FQ 1,2021,2021
2020/04/20,20200420,2020,4,2,20,2,17,Monday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/21,20200421,2020,4,2,21,3,17,Tuesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/22,20200422,2020,4,2,22,4,17,Wednesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/23,20200423,2020,4,2,23,5,17,Thursday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/24,20200424,2020,4,2,24,6,17,Friday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/25,20200425,2020,4,2,25,7,17,Saturday,April,0,2,1,FQ 1,FQ 1,2021,2021
2020/04/26,20200426,2020,4,2,26,1,18,Sunday,April,0,2,1,FQ 1,FQ 1,2021,2021
2020/04/27,20200427,2020,4,2,27,2,18,Monday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/28,20200428,2020,4,2,28,3,18,Tuesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/29,20200429,2020,4,2,29,4,18,Wednesday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/04/30,20200430,2020,4,2,30,5,18,Thursday,April,1,2,1,FQ 1,FQ 1,2021,2021
2020/05/01,20200501,2020,5,2,1,6,18,Friday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/02,20200502,2020,5,2,2,7,18,Saturday,May,0,3,2,FQ 1,FQ 1,2021,2021
2020/05/03,20200503,2020,5,2,3,1,19,Sunday,May,0,3,2,FQ 1,FQ 1,2021,2021
2020/05/04,20200504,2020,5,2,4,2,19,Monday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/05,20200505,2020,5,2,5,3,19,Tuesday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/06,20200506,2020,5,2,6,4,19,Wednesday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/07,20200507,2020,5,2,7,5,19,Thursday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/08,20200508,2020,5,2,8,6,19,Friday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/09,20200509,2020,5,2,9,7,19,Saturday,May,0,3,2,FQ 1,FQ 1,2021,2021
2020/05/10,20200510,2020,5,2,10,1,20,Sunday,May,0,3,2,FQ 1,FQ 1,2021,2021
2020/05/11,20200511,2020,5,2,11,2,20,Monday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/12,20200512,2020,5,2,12,3,20,Tuesday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/13,20200513,2020,5,2,13,4,20,Wednesday,May,1,3,2,FQ 1,FQ 1,2021,2021
2020/05/14,20200514,2020,5,2,14,5,20,Thursday,May,1,3,2,FQ 1,FQ 1,2021,2021
